+----------------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+-------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                        |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                              |
| *** ALSO ***                                                                                                                                                                                                                           |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                              |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                               |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                              |
+----------------------------+-------------------------------------------------+---------+----------+----------+-------------------------------------+--------+------------+-------------------------------------------------------------+
| Mod name                   | Registry name                                   | Item ID | Meta/dmg | Subtypes | Display name                        | Hunger | Saturation | Ore Dict keys                                               |
| Pam's HarvestCraft         | harvestcraft:peanutbutteritem                   |    9521 |        0 |    false | Peanut Butter                       |      1 |        1.2 | foodPeanutbutter,listAllnutbutter                           |
| Pam's HarvestCraft         | harvestcraft:peanutitem                         |    9084 |        0 |    false | Peanut                              |      1 |        0.6 | cropPeanut,listAllnut                                       |
| Pam's HarvestCraft         | harvestcraft:peanutsoupitem                     |   10149 |        0 |    false | Peanut Soup                         |      5 |        1.2 | foodPeanutsoup                                              |
| Pam's HarvestCraft         | harvestcraft:pearitem                           |    9245 |        0 |    false | Pear                                |      1 |        0.6 | cropPear,listAllfruit                                       |
| Pam's HarvestCraft         | harvestcraft:pearjellyitem                      |    9919 |        0 |    false | Pear Jelly                          |      2 |        1.2 | foodPearjelly                                               |
| Pam's HarvestCraft         | harvestcraft:pearjellysandwichitem              |    9920 |        0 |    false | Pear Jelly Sandwich                 |      6 |        1.2 | foodPearjellysandwich                                       |
| Pam's HarvestCraft         | harvestcraft:pearjuiceitem                      |    9450 |        0 |    false | Pear Juice                          |      2 |        1.2 | foodPearjuice,listAlljuice                                  |
| Pam's HarvestCraft         | harvestcraft:pearsmoothieitem                   |    9918 |        0 |    false | Pear Smoothie                       |      3 |        1.2 | foodPearsmoothie,listAllsmoothie                            |
| Pam's HarvestCraft         | harvestcraft:pearyogurtitem                     |    9625 |        0 |    false | Pear Yogurt                         |      2 |        1.2 | foodPearyogurt,listAllyogurt                                |
| Pam's HarvestCraft         | harvestcraft:peasandceleryitem                  |    9605 |        0 |    false | Peas and Celery                     |      4 |        1.2 | foodPeasandcelery                                           |
| Pam's HarvestCraft         | harvestcraft:peasitem                           |    9142 |        0 |    false | Peas                                |      1 |        0.6 | cropPeas,listAllgreenveggie,listAllveggie                   |
| Pam's HarvestCraft         | harvestcraft:pecanitem                          |    9277 |        0 |    false | Pecan                               |      1 |        0.6 | cropPecan,listAllnut                                        |
| Pam's HarvestCraft         | harvestcraft:pecanpieitem                       |    9791 |        0 |    false | Pecan Pie                           |      7 |        1.2 | foodPecanpie                                                |
| Pam's HarvestCraft         | harvestcraft:pekingduckitem                     |   10051 |        0 |    false | Peking Duck                         |      7 |        1.2 | foodPekingduck                                              |
| Pam's HarvestCraft         | harvestcraft:pemmicanitem                       |   10033 |        0 |    false | Pemmican                            |      6 |        1.2 | foodPemmican                                                |
| Pam's HarvestCraft         | harvestcraft:peppercornitem                     |    9289 |        0 |    false | Peppercorn                          |      1 |        0.6 | cropPeppercorn                                              |
| Pam's HarvestCraft         | harvestcraft:pepperjellyandcrackersitem         |   10027 |        0 |    false | Pepper Jelly and Crackers           |      8 |        1.2 | foodPepperjellyandcrackers                                  |
| Pam's HarvestCraft         | harvestcraft:pepperjellyitem                    |   10026 |        0 |    false | Pepper Jelly                        |      2 |        1.2 | foodPepperjelly                                             |
| Pam's HarvestCraft         | harvestcraft:peppermintitem                     |    9692 |        0 |    false | Peppermint                          |      2 |        1.2 | foodPeppermint                                              |
| Pam's HarvestCraft         | harvestcraft:pepperoniitem                      |    9855 |        0 |    false | Pepperoni                           |      5 |        1.2 | foodPepperoni                                               |
| Pam's HarvestCraft         | harvestcraft:perchrawitem                       |   10335 |        0 |    false | Raw Perch                           |      1 |        0.6 | foodPerchraw,listAllfishfresh,listAllfishraw                |
| Pam's HarvestCraft         | harvestcraft:persimmonitem                      |    9325 |        0 |    false | Persimmon                           |      1 |        0.6 | cropPersimmon,listAllfruit                                  |
| Pam's HarvestCraft         | harvestcraft:persimmonjellyitem                 |    9795 |        0 |    false | Persimmon Jelly                     |      2 |        1.2 | foodPersimmonjelly                                          |
| Pam's HarvestCraft         | harvestcraft:persimmonjellysandwichitem         |    9796 |        0 |    false | Persimmon Jelly Sandwich            |      6 |        1.2 | foodPersimmonjellysanwich                                   |
| Pam's HarvestCraft         | harvestcraft:persimmonjuiceitem                 |    9454 |        0 |    false | Persimmon Juice                     |      2 |        1.2 | foodPersimmonjuice,listAlljuice                             |
| Pam's HarvestCraft         | harvestcraft:persimmonsmoothieitem              |    9794 |        0 |    false | Persimmon Smoothie                  |      3 |        1.2 | foodPersimmonsmoothie,listAllsmoothie                       |
| Pam's HarvestCraft         | harvestcraft:persimmonyogurtitem                |    9793 |        0 |    false | Persimmon Yogurt                    |      2 |        1.2 | foodPersimmonyogurt,listAllyogurt                           |
| Pam's HarvestCraft         | harvestcraft:phoitem                            |   10042 |        0 |    false | Pho                                 |      6 |        1.2 | foodPho                                                     |
| Pam's HarvestCraft         | harvestcraft:pickledbeetsitem                   |    9574 |        0 |    false | Pickled Beets                       |      4 |        1.2 | foodPickledbeets                                            |
| Pam's HarvestCraft         | harvestcraft:pickledonionsitem                  |    9856 |        0 |    false | Pickled Onions                      |      4 |        1.2 | foodPickledonions                                           |
| Pam's HarvestCraft         | harvestcraft:picklesitem                        |    9529 |        0 |    false | Pickles                             |      4 |        1.2 | foodPickles                                                 |
| Pam's HarvestCraft         | harvestcraft:pinacoladaitem                     |    9702 |        0 |    false | Pinacolada                          |      2 |        1.2 | foodPinacolada                                              |
| Pam's HarvestCraft         | harvestcraft:pineapplehamitem                   |    9586 |        0 |    false | Pineapple Ham                       |      5 |        1.2 | foodPineappleham                                            |
| Pam's HarvestCraft         | harvestcraft:pineappleitem                      |    9148 |        0 |    false | Pineapple                           |      1 |        0.6 | cropPineapple,listAllfruit                                  |
| Pam's HarvestCraft         | harvestcraft:pineappleyogurtitem                |    9587 |        0 |    false | Pineapple Yogurt                    |      2 |        1.2 | foodPineappleyogurt,listAllyogurt                           |
| Pam's HarvestCraft         | harvestcraft:pinkelitem                         |   10097 |        0 |    false | Pinkel                              |      4 |        1.2 | foodPinkel                                                  |
| Pam's HarvestCraft         | harvestcraft:pistachiobakedsalmonitem           |    9797 |        0 |    false | Pistachio Baked Salmon              |      3 |        1.2 | foodPistachiobakedsalmon                                    |
| Pam's HarvestCraft         | harvestcraft:pistachiobutteritem                |    9901 |        0 |    false | Pistachio Butter                    |      1 |        1.2 | foodPistachiobutter,listAllnutbutter                        |
| Pam's HarvestCraft         | harvestcraft:pistachioicecreamitem              |    9876 |        0 |    false | Pistachio Ice Cream                 |      4 |        1.2 | foodPistachioicecream                                       |
| Pam's HarvestCraft         | harvestcraft:pistachioitem                      |    9280 |        0 |    false | Pistachio                           |      1 |        0.6 | cropPistachio,listAllnut                                    |
| Pam's HarvestCraft         | harvestcraft:pitepaltitem                       |   10098 |        0 |    false | Pitepalt                            |      6 |        1.2 | foodPitepalt                                                |
| Pam's HarvestCraft         | harvestcraft:pizzaitem                          |   10247 |        0 |    false | Pizza                               |     11 |        1.2 | foodPizza                                                   |
| Pam's HarvestCraft         | harvestcraft:pizzasliceitem                     |   10179 |        0 |    false | Pizza Slice                         |      2 |        1.2 | foodPizzaslice                                              |
| Pam's HarvestCraft         | harvestcraft:pizzasoupitem                      |    9977 |        0 |    false | Pizza Soup                          |      9 |        1.2 | foodPizzasoup                                               |
| Pam's HarvestCraft         | harvestcraft:plainyogurtitem                    |    9685 |        0 |    false | Plain Yogurt                        |      1 |        1.2 | foodPlainyogurt                                             |
| Pam's HarvestCraft         | harvestcraft:ploughmanslunchitem                |   10285 |        0 |    false | Ploughman's Lunch                   |     18 |        1.2 | foodPloughmanslunch                                         |
| Pam's HarvestCraft         | harvestcraft:plumitem                           |    9271 |        0 |    false | Plum                                |      1 |        0.6 | cropPlum,listAllfruit                                       |
| Pam's HarvestCraft         | harvestcraft:plumjellyitem                      |    9922 |        0 |    false | Plum Jelly                          |      2 |        1.2 | foodPlumjelly                                               |
| Pam's HarvestCraft         | harvestcraft:plumjellysandwichitem              |    9923 |        0 |    false | Plum Jelly Sandwich                 |      6 |        1.2 | foodPlumjellysandwich                                       |
| Pam's HarvestCraft         | harvestcraft:plumjuiceitem                      |    9449 |        0 |    false | Plum Juice                          |      2 |        1.2 | foodPlumjuice,listAlljuice                                  |
| Pam's HarvestCraft         | harvestcraft:plumsmoothieitem                   |    9921 |        0 |    false | Plum Smoothie                       |      3 |        1.2 | foodPlumsmoothie,listAllsmoothie                            |
| Pam's HarvestCraft         | harvestcraft:plumyogurtitem                     |    9626 |        0 |    false | Plum Yogurt                         |      2 |        1.2 | foodPlumyogurt,listAllyogurt                                |
| Pam's HarvestCraft         | harvestcraft:poachedpearitem                    |    9623 |        0 |    false | Poached Pear                        |      3 |        1.2 | foodPoachedpear                                             |
| Pam's HarvestCraft         | harvestcraft:pomegranateitem                    |    9256 |        0 |    false | Pomegranate                         |      1 |        0.6 | cropPomegranate,listAllfruit                                |
| Pam's HarvestCraft         | harvestcraft:pomegranatejellyitem               |    9733 |        0 |    false | Pomegranate Jelly                   |      2 |        1.2 | foodPomegranatejelly                                        |
| Pam's HarvestCraft         | harvestcraft:pomegranatejellysandwichitem       |    9734 |        0 |    false | Pomegranate Jelly Sandwich          |      6 |        1.2 | foodPomegranatejellysandwich                                |
| Pam's HarvestCraft         | harvestcraft:pomegranatejuiceitem               |    9443 |        0 |    false | Pomegranate Juice                   |      2 |        1.2 | foodPomegranatejuice,listAlljuice                           |
| Pam's HarvestCraft         | harvestcraft:pomegranatesmoothieitem            |    9646 |        0 |    false | Pomegranate Smoothie                |      3 |        1.2 | foodPomegranatesmoothie,listAllsmoothie                     |
| Pam's HarvestCraft         | harvestcraft:pomegranateyogurtitem              |    9647 |        0 |    false | Pomegranate Yogurt                  |      2 |        1.2 | foodPomegranateyogurt,listAllyogurt                         |
| Pam's HarvestCraft         | harvestcraft:popcornitem                        |    9418 |        0 |    false | Popcorn                             |      2 |        1.2 |                                                             |
| Pam's HarvestCraft         | harvestcraft:porklettucewrapitem                |    9501 |        0 |    false | Pork Lettuce Wrap                   |      3 |        1.2 | foodPorklettucewrap                                         |
| Pam's HarvestCraft         | harvestcraft:porklomeinitem                     |    9902 |        0 |    false | Pork Lo Mein                        |      9 |        1.2 | foodPorklomein                                              |
| Pam's HarvestCraft         | harvestcraft:porkrindsitem                      |   10067 |        0 |    false | Pork Rinds                          |      4 |        1.2 | foodPorkrinds                                               |
| Pam's HarvestCraft         | harvestcraft:porksausageitem                    |    9857 |        0 |    false | Pork Sausage                        |      4 |        1.2 | foodPorksausage                                             |
| Pam's HarvestCraft         | harvestcraft:potatoandcheesepirogiitem          |    9808 |        0 |    false | Potato and Cheese Pierogi           |      6 |        1.2 | foodPotatoandcheesepirogi                                   |
| Pam's HarvestCraft         | harvestcraft:potatoandleeksoupitem              |    9938 |        0 |    false | Potato and Leek Soup                |      7 |        1.2 | foodPotatoandleeksoup                                       |
| Pam's HarvestCraft         | harvestcraft:potatocakesitem                    |    9506 |        0 |    false | Potato Cakes                        |      4 |        1.2 | foodPotatocakes                                             |
| Pam's HarvestCraft         | harvestcraft:potatochipsitem                    |    9994 |        0 |    false | Potato Chips                        |      3 |        1.2 | foodPotatochips                                             |
| Pam's HarvestCraft         | harvestcraft:potatoesobrienitem                 |   10008 |        0 |    false | Potatoes O'Brien                    |      4 |        1.2 | foodPotatoesobrien                                          |
| Pam's HarvestCraft         | harvestcraft:potatosaladitem                    |    9462 |        0 |    false | Potato Salad                        |      3 |        1.2 | foodPotatosalad                                             |
| Pam's HarvestCraft         | harvestcraft:potatoskinsitem                    |   10104 |        0 |    false | Potato Skins                        |      6 |        1.2 | foodPotatoskins                                             |
| Pam's HarvestCraft         | harvestcraft:potatosoupitem                     |    9463 |        0 |    false | Potato Soup                         |      4 |        1.2 | foodPotatosoup                                              |
| Pam's HarvestCraft         | harvestcraft:potroastitem                       |    9475 |        0 |    false | Pot Roast                           |      6 |        1.2 | foodPotroast                                                |
| Pam's HarvestCraft         | harvestcraft:potstickersitem                    |   10049 |        0 |    false | Pot Stickers                        |      7 |        1.2 | foodPotstickers                                             |
| Pam's HarvestCraft         | harvestcraft:poutineitem                        |    9978 |        0 |    false | Poutine                             |      7 |        1.2 | foodPoutine                                                 |
| Pam's HarvestCraft         | harvestcraft:powdereddonutitem                  |    9654 |        0 |    false | Powdered Donut                      |      5 |        1.2 | foodPowdereddonut                                           |
| Pam's HarvestCraft         | harvestcraft:pralinesitem                       |    9792 |        0 |    false | Pralines                            |      2 |        1.2 | foodPralines                                                |
| Pam's HarvestCraft         | harvestcraft:pumpkinbreaditem                   |    9413 |        0 |    false | Pumpkin Bread                       |      5 |        1.2 | foodPumpkinbread                                            |
| Pam's HarvestCraft         | harvestcraft:pumpkinmuffinitem                  |    9859 |        0 |    false | Pumpkin Muffin                      |      4 |        1.2 |                                                             |
| Pam's HarvestCraft         | harvestcraft:pumpkinoatsconesitem               |    9762 |        0 |    false | Pumpkin Oat Scones                  |      5 |        1.2 | foodPumpkinoatscones                                        |
| Pam's HarvestCraft         | harvestcraft:pumpkinsoupitem                    |    9455 |        0 |    false | Pumpkin Soup                        |      4 |        1.2 | foodPumpkinsoup                                             |
| Pam's HarvestCraft         | harvestcraft:pumpkinspicelatteitem              |   10173 |        0 |    false | Pumpkin Spice Latte                 |      8 |        1.2 | foodPumpkinspicelatte                                       |
| Pam's HarvestCraft         | harvestcraft:pumpkinyogurtitem                  |    9677 |        0 |    false | Pumpkin Yogurt                      |      2 |        1.2 | foodPumpkinyogurt,listAllyogurt                             |
| Pam's HarvestCraft         | harvestcraft:quesadillaitem                     |   10125 |        0 |    false | Quesadilla                          |      5 |        1.2 | foodQuesadilla                                              |
| Pam's HarvestCraft         | harvestcraft:quinoaitem                         |    9202 |        0 |    false | Quinoa                              |      1 |        0.6 | cropQuinoa,listAllgrain                                     |
| Pam's HarvestCraft         | harvestcraft:radishitem                         |    9086 |        0 |    false | Radish                              |      1 |        0.6 | cropRadish,listAllrootveggie,listAllveggie                  |
| Pam's HarvestCraft         | harvestcraft:rainbowcurryitem                   |    9538 |        0 |    false | Rainbow Curry                       |      7 |        1.2 | foodRainbowcurry                                            |
| Pam's HarvestCraft         | harvestcraft:raisincookiesitem                  |    9528 |        0 |    false | Raisin Cookies                      |      6 |        1.2 | foodRaisincookies,listAllcookie                             |
| Pam's HarvestCraft         | harvestcraft:raisinsitem                        |    9419 |        0 |    false | Raisins                             |      2 |        1.2 | foodRaisins                                                 |
| Pam's HarvestCraft         | harvestcraft:rambutanitem                       |    9231 |        0 |    false | Rambutan                            |      1 |        0.6 | listAllfruit                                                |
| Pam's HarvestCraft         | harvestcraft:ramenitem                          |   10012 |        0 |    false | Ramen                               |      4 |        1.2 | foodRamen                                                   |
| Pam's HarvestCraft         | harvestcraft:randomtacoitem                     |   10254 |        0 |    false | Random Taco                         |     12 |        1.2 |                                                             |
| Pam's HarvestCraft         | harvestcraft:raspberryicedteaitem               |    9569 |        0 |    false | Raspberry Iced Tea                  |      3 |        1.2 | foodRaspberryicedtea                                        |
| Pam's HarvestCraft         | harvestcraft:raspberryitem                      |    9052 |        0 |    false | Raspberry                           |      1 |        0.6 | cropRaspberry,listAllberry,listAllfruit                     |
| Pam's HarvestCraft         | harvestcraft:raspberryjellyitem                 |    9735 |        0 |    false | Raspberry Jelly                     |      2 |        1.2 | foodRaspberryjelly                                          |
| Pam's HarvestCraft         | harvestcraft:raspberryjellysandwichitem         |    9736 |        0 |    false | Raspberry Jelly Sandwich            |      6 |        1.2 | foodRaspberryjellysandwich                                  |
| Pam's HarvestCraft         | harvestcraft:raspberryjuiceitem                 |    9445 |        0 |    false | Raspberry Juice                     |      2 |        1.2 | foodRaspberryjuice,listAlljuice                             |
| Pam's HarvestCraft         | harvestcraft:raspberrymilkshakeitem             |   10172 |        0 |    false | Raspberry Milk Shake                |      5 |        1.2 | foodRaspberrymilkshake                                      |
| Pam's HarvestCraft         | harvestcraft:raspberrypieitem                   |    9678 |        0 |    false | Raspberry Pie                       |      5 |        1.2 | foodRaspberrypie                                            |
| Pam's HarvestCraft         | harvestcraft:raspberrysmoothieitem              |    9679 |        0 |    false | Raspberry Smoothie                  |      3 |        1.2 | foodRaspberrysmoothie,listAllsmoothie                       |
| Pam's HarvestCraft         | harvestcraft:raspberrytrifleitem                |    9858 |        0 |    false | Raspberry Trifle                    |      6 |        1.2 | foodRaspberrytrifle                                         |
| Pam's HarvestCraft         | harvestcraft:raspberryyogurtitem                |    9680 |        0 |    false | Raspberry Yogurt                    |      2 |        1.2 | foodRaspberryyogurt,listAllyogurt                           |
| Pam's HarvestCraft         | harvestcraft:rawtofabbititem                    |   10194 |        0 |    false | Raw Tofabbit                        |      1 |        0.6 | listAllmeatraw,listAllrabbitraw                             |
| Pam's HarvestCraft         | harvestcraft:rawtofaconitem                     |   10190 |        0 |    false | Raw Tofacon                         |      1 |        0.6 | listAllmeatraw,listAllporkraw                               |
| Pam's HarvestCraft         | harvestcraft:rawtofeakitem                      |   10189 |        0 |    false | Raw Tofeak                          |      1 |        0.6 | listAllbeefraw,listAllmeatraw                               |
| Pam's HarvestCraft         | harvestcraft:rawtofeegitem                      |   10191 |        0 |    false | Raw Tofeeg                          |      1 |        0.6 | listAllegg                                                  |
| Pam's HarvestCraft         | harvestcraft:rawtofenisonitem                   |   10196 |        0 |    false | Raw Tofenison                       |      1 |        0.6 | listAllmeatraw,listAllvenisonraw                            |
| Pam's HarvestCraft         | harvestcraft:rawtofickenitem                    |   10193 |        0 |    false | Raw Toficken                        |      1 |        0.6 | listAllchickenraw,listAllmeatraw                            |
| Pam's HarvestCraft         | harvestcraft:rawtofishitem                      |   10348 |        0 |    false | Raw Tofish                          |      1 |        0.6 | listAllfishraw                                              |
| Pam's HarvestCraft         | harvestcraft:rawtofuduckitem                    |   10197 |        0 |    false | Raw Tofuduck                        |      1 |        0.6 | listAllduckraw,listAllmeatraw                               |
| Pam's HarvestCraft         | harvestcraft:rawtofurkeyitem                    |   10195 |        0 |    false | Raw Tofurkey                        |      1 |        0.6 | listAllmeatraw,listAllturkeyraw                             |
| Pam's HarvestCraft         | harvestcraft:rawtofuttonitem                    |   10192 |        0 |    false | Raw Tofutton                        |      1 |        0.6 | listAllmeatraw,listAllmuttonraw                             |
| Pam's HarvestCraft         | harvestcraft:redvelvetcupcakeitem               |   10110 |        0 |    false | Red Velvet Cupcake                  |      8 |        1.2 | foodRedvelvetcupcake                                        |
| Pam's HarvestCraft         | harvestcraft:refriedbeansitem                   |    9539 |        0 |    false | Refried Beans                       |      4 |        1.2 | foodRefriedbeans                                            |
| Pam's HarvestCraft         | harvestcraft:rhubarbitem                        |    9094 |        0 |    false | Rhubarb                             |      1 |        0.6 | cropRhubarb,listAllveggie                                   |
| Pam's HarvestCraft         | harvestcraft:ricecakeitem                       |    9420 |        0 |    false | Rice Cake                           |      2 |        1.2 | foodRicecake                                                |
| Pam's HarvestCraft         | harvestcraft:riceitem                           |    9156 |        0 |    false | Rice                                |      1 |        0.6 | cropRice                                                    |
| Pam's HarvestCraft         | harvestcraft:ricepuddingitem                    |   10163 |        0 |    false | Rice Pudding                        |      5 |        1.2 | foodRicepudding                                             |
| Pam's HarvestCraft         | harvestcraft:ricesoupitem                       |    9534 |        0 |    false | Rice Soup                           |      3 |        1.2 | foodRicesoup                                                |
| Pam's HarvestCraft         | harvestcraft:rivermudcakeitem                   |   10243 |        0 |    false | River Mud Cake                      |     11 |        1.2 | foodRivermudcake                                            |
| Pam's HarvestCraft         | harvestcraft:roastchickenitem                   |    9869 |        0 |    false | Roast Chicken                       |      4 |        1.2 | foodRoastchicken                                            |
| Pam's HarvestCraft         | harvestcraft:roastedchestnutitem                |    9772 |        0 |    false | Roasted Chestnut                    |      2 |        1.2 | foodRoastedchestnut                                         |
| Pam's HarvestCraft         | harvestcraft:roastedpumpkinseedsitem            |    9422 |        0 |    false | Roasted Pumpkin Seeds               |      1 |        1.2 | foodRoastedpumpkinseeds                                     |
| Pam's HarvestCraft         | harvestcraft:roastedrootveggiemedleyitem        |    9589 |        0 |    false | Roasted Root Veggie Medley          |      4 |        1.2 | foodRoastedrootveggiemedley                                 |
| Pam's HarvestCraft         | harvestcraft:roastpotatoesitem                  |    9870 |        0 |    false | Roast Potatoes                      |      3 |        1.2 | foodRoastpotatoes                                           |
| Pam's HarvestCraft         | harvestcraft:rootbeerfloatitem                  |   10174 |        0 |    false | Root Beer Float                     |      6 |        1.2 | foodRootbeerfloat                                           |
| Pam's HarvestCraft         | harvestcraft:rootbeersodaitem                   |    9750 |        0 |    false | Root Beer                           |      3 |        1.2 | foodRootbeersoda,listAllsoda                                |
| Pam's HarvestCraft         | harvestcraft:rosepetalteaitem                   |   10103 |        0 |    false | Rose Petal Tea                      |      2 |        1.2 | foodRosepetaltea                                            |
| Pam's HarvestCraft         | harvestcraft:rutabagaitem                       |    9088 |        0 |    false | Rutabaga                            |      1 |        0.6 | cropRutabaga,listAllrootveggie,listAllveggie                |
| Pam's HarvestCraft         | harvestcraft:ryeitem                            |    9064 |        0 |    false | Rye                                 |      1 |        0.6 | cropRye,listAllgrain                                        |
| Pam's HarvestCraft         | harvestcraft:salisburysteakitem                 |   10284 |        0 |    false | Salisbury Steak                     |     17 |        1.2 | foodSalisburysteak                                          |
| Pam's HarvestCraft         | harvestcraft:salmononigiriitem                  |   10159 |        0 |    false | Salmon Onigiri                      |      5 |        1.2 | foodSalmononigiri                                           |
| Pam's HarvestCraft         | harvestcraft:salmonpattiesitem                  |    9903 |        0 |    false | Salmon Patties                      |      9 |        1.2 | foodSalmonpatties                                           |
| Pam's HarvestCraft         | harvestcraft:salsaitem                          |    9979 |        0 |    false | Salsa                               |      5 |        1.2 | foodSalsa                                                   |
| Pam's HarvestCraft         | harvestcraft:saltedcaramelitem                  |   10028 |        0 |    false | Salted Caramel                      |      2 |        1.2 | foodSaltedcaramel                                           |
| Pam's HarvestCraft         | harvestcraft:saltedsunflowerseedsitem           |    9687 |        0 |    false | Salted Sunflower Seeds              |      2 |        1.2 | foodSaltedsunflowerseeds                                    |
| Pam's HarvestCraft         | harvestcraft:sardinerawitem                     |   10346 |        0 |    false | Raw Sardine                         |      1 |        0.6 | foodSardineraw,listAllfishfresh,listAllfishraw              |
| Pam's HarvestCraft         | harvestcraft:sardinesinhotsauceitem             |    9980 |        0 |    false | Sardines in Hot Sauce               |      3 |        1.2 | foodSardinesinhotsauce                                      |
| Pam's HarvestCraft         | harvestcraft:saucedlambkebabitem                |   10233 |        0 |    false | Sauced Lamb Kebab                   |     10 |        1.2 | foodSaucedlambkebab                                         |
| Pam's HarvestCraft         | harvestcraft:sauerbratenitem                    |   10099 |        0 |    false | Sauerbraten                         |      6 |        1.2 | foodSauerbraten                                             |
| Pam's HarvestCraft         | harvestcraft:sausagebeanmeltitem                |   10065 |        0 |    false | Sausage Bean Melt                   |     10 |        1.2 | foodSausagebeanmelt                                         |
| Pam's HarvestCraft         | harvestcraft:sausageinbreaditem                 |    9810 |        0 |    false | Sausage in Bread                    |      9 |        1.2 | foodSausageinbread                                          |
| Pam's HarvestCraft         | harvestcraft:sausageitem                        |    9904 |        0 |    false | Sausage                             |      4 |        1.2 | foodSausage                                                 |
| Pam's HarvestCraft         | harvestcraft:sausagerollitem                    |    9905 |        0 |    false | Sausage Roll                        |      9 |        1.2 | foodSausageroll                                             |
| Pam's HarvestCraft         | harvestcraft:scallionbakedpotatoitem            |    9767 |        0 |    false | Scallion Baked Potato               |      4 |        1.2 | foodScallionbakedpotato                                     |
| Pam's HarvestCraft         | harvestcraft:scallionitem                       |    9118 |        0 |    false | Scallion                            |      1 |        0.6 | cropScallion,listAllveggie                                  |
| Pam's HarvestCraft         | harvestcraft:scallopcookeditem                  |    9840 |        0 |    false | Cooked Scallop                      |      2 |        1.2 | foodScallopcooked                                           |
| Pam's HarvestCraft         | harvestcraft:scalloprawitem                     |   10336 |        0 |    false | Raw Scallop                         |      1 |        0.6 | foodScallopraw                                              |
| Pam's HarvestCraft         | harvestcraft:schnitzelitem                      |   10170 |        0 |    false | Schnitzel                           |      6 |        1.2 | foodSchnitzel                                               |
| Pam's HarvestCraft         | harvestcraft:scrambledeggitem                   |    9481 |        0 |    false | Scrambled Egg                       |      3 |        1.2 | foodScrambledegg                                            |
| Pam's HarvestCraft         | harvestcraft:seaweeditem                        |    9158 |        0 |    false | Seaweed                             |      1 |        0.6 | cropSeaweed,listAllgreenveggie,listAllveggie                |
| Pam's HarvestCraft         | harvestcraft:seedenergygelitem                  |   10144 |        0 |    false | Seed Energy Gel                     |      3 |        1.2 | foodSeedenergygel                                           |
| Pam's HarvestCraft         | harvestcraft:seedsoupitem                       |    9659 |        0 |    false | Seed Soup                           |      3 |        1.2 | foodSeedsoup                                                |
| Pam's HarvestCraft         | harvestcraft:sesameballitem                     |    9906 |        0 |    false | Sesame Ball                         |      5 |        1.2 | foodSesameball                                              |
| Pam's HarvestCraft         | harvestcraft:sesameseedsitem                    |    9162 |        0 |    false | Sesame Seeds                        |      1 |        0.6 | cropSesame                                                  |
| Pam's HarvestCraft         | harvestcraft:sesamesnapsitem                    |    9907 |        0 |    false | Sesame Snaps                        |      2 |        1.2 | foodSesamesnaps                                             |
| Pam's HarvestCraft         | harvestcraft:shepardspieitem                    |    9704 |        0 |    false | Shepherd's Pie                      |      8 |        1.2 | foodShepherdspie                                            |
| Pam's HarvestCraft         | harvestcraft:shrimpcocktailitem                 |   10127 |        0 |    false | Shrimp Cocktail                     |      5 |        1.2 | foodShrimpcocktail                                          |
| Pam's HarvestCraft         | harvestcraft:shrimpcookeditem                   |    9841 |        0 |    false | Cooked Shrimp                       |      2 |        1.2 | foodShrimpcooked                                            |
| Pam's HarvestCraft         | harvestcraft:shrimpokrahushpuppiesitem          |    9908 |        0 |    false | Shrimp Pork Okra Hushpuppies        |      8 |        1.2 | foodShrimpokrahushpuppies                                   |
| Pam's HarvestCraft         | harvestcraft:shrimprawitem                      |   10337 |        0 |    false | Raw Shrimp                          |      1 |        0.6 | foodShrimpraw                                               |
| Pam's HarvestCraft         | harvestcraft:shrimptemperaitem                  |   10154 |        0 |    false | Shrimp Tempura                      |      4 |        1.2 | foodShrimptempera                                           |
| Pam's HarvestCraft         | harvestcraft:silkentofuitem                     |    9770 |        0 |    false | Silken Tofu                         |      1 |        1.2 | foodSilkentofu,listAllheavycream,listAllicecream            |
| Pam's HarvestCraft         | harvestcraft:sisalitem                          |    9204 |        0 |    false | Sisal                               |      1 |        0.6 | cropSisal,listAllfiber                                      |
| Pam's HarvestCraft         | harvestcraft:slawdogitem                        |   10242 |        0 |    false | Slaw Dog                            |     11 |        1.2 | foodSlawdog                                                 |
| Pam's HarvestCraft         | harvestcraft:slimegummiesitem                   |   10122 |        0 |    false | Slime Gummies                       |      2 |        1.2 | foodSlimegummies                                            |
| Pam's HarvestCraft         | harvestcraft:slimepieitem                       |   10100 |        0 |    false | Slime Pie                           |      7 |        1.2 | foodSlimepie                                                |
| Pam's HarvestCraft         | harvestcraft:smoresitem                         |   10010 |        0 |    false | Smores                              |      9 |        1.2 | foodSmores                                                  |
| Pam's HarvestCraft         | harvestcraft:snailcookeditem                    |    9842 |        0 |    false | Cooked Snail                        |      2 |        1.2 | foodSnailcooked                                             |
