+-------------------------------+--------------------------------------------------------------------+------------+---------------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                                        |
| of the Block class in question. The actual final values may be different                                                              |
| for different states of the block, or they may depend on a TileEntity etc.                                                            |
+-------------------------------+--------------------------------------------------------------------+------------+---------------------+
| Mod name                      | Registry name                                                      |   Hardness |          Resistance |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_natura_fusewood               |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_natura_ghostwood              |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_natura_hopseed                |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_natura_maple                  |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_natura_purpleheart            |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_natura_redwood                |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_natura_sakura                 |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_natura_silverbell             |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_natura_tigerwood              |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_natura_willow                 |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_black_stained_wood      |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_blue_stained_wood       |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_brown_stained_wood      |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_cyan_stained_wood       |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_gray_stained_wood       |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_green_stained_wood      |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_light_blue_stained_wood |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_light_gray_stained_wood |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_lime_stained_wood       |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_magenta_stained_wood    |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_orange_stained_wood     |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_pink_stained_wood       |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_purple_stained_wood     |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_red_stained_wood        |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_thatch                  |       3.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_white_stained_wood      |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_quark_yellow_stained_wood     |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:basicdrawers_tropicraft_bamboo             |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_atum_deadwood                         |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_atum_palm                             |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_cherry                  |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_dark                    |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_ebony                   |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_ethereal                |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_eucalyptus              |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_fir                     |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_hellbark                |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_jacaranda               |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_magic                   |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_mangrove                |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_palm                    |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_pine                    |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_redwood                 |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_sacredoak               |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_biomesoplenty_willow                  |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_growthcraft_apples_apple_wood         |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_bloodwood                      |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_darkwood                       |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_eucalyptus                     |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_fusewood                       |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_ghostwood                      |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_hopseed                        |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_maple                          |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_purpleheart                    |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_redwood                        |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_sakura                         |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_silverbell                     |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_tigerwood                      |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_natura_willow                         |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_black_stained_wood              |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_blue_stained_wood               |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_brown_stained_wood              |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_cyan_stained_wood               |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_gray_stained_wood               |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_green_stained_wood              |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_light_blue_stained_wood         |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_light_gray_stained_wood         |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_lime_stained_wood               |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_magenta_stained_wood            |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_orange_stained_wood             |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_pink_stained_wood               |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_purple_stained_wood             |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_red_stained_wood                |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_thatch                          |       3.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_white_stained_wood              |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_quark_yellow_stained_wood             |       5.00 |               25.00 |
| Storage Drawers Unlimited     | storagedrawersunlimited:trim_tropicraft_bamboo                     |       5.00 |               25.00 |
| TekTopia                      | tektopia:chair                                                     |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:aurora_block                                        |       2.00 |               30.00 |
| The Twilight Forest           | twilightforest:aurora_pillar                                       |       2.00 |               30.00 |
| The Twilight Forest           | twilightforest:aurora_slab                                         |       2.00 |               30.00 |
| The Twilight Forest           | twilightforest:auroralized_glass                                   |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:block_storage                                       |       5.00 |               30.00 |
| The Twilight Forest           | twilightforest:boss_spawner                                        |      -1.00 |              100.00 |
| The Twilight Forest           | twilightforest:burnt_thorns                                        |       0.01 |                0.00 |
| The Twilight Forest           | twilightforest:canopy_button                                       |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:canopy_door                                         |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:canopy_doubleslab                                   |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:canopy_fence                                        |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:canopy_gate                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:canopy_planks                                       |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:canopy_plate                                        |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:canopy_slab                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:canopy_stairs                                       |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:canopy_trapdoor                                     |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:castle_brick                                        |     100.00 |              105.00 |
| The Twilight Forest           | twilightforest:castle_door                                         |     100.00 |              105.00 |
| The Twilight Forest           | twilightforest:castle_door_vanished                                |     100.00 |              105.00 |
| The Twilight Forest           | twilightforest:castle_pillar                                       |     100.00 |              105.00 |
| The Twilight Forest           | twilightforest:castle_rune_brick                                   |     100.00 |               45.00 |
| The Twilight Forest           | twilightforest:castle_stairs                                       |     100.00 |              105.00 |
| The Twilight Forest           | twilightforest:castle_stairs_brick                                 |     100.00 |              105.00 |
| The Twilight Forest           | twilightforest:castle_stairs_cracked                               |     100.00 |              105.00 |
| The Twilight Forest           | twilightforest:castle_stairs_mossy                                 |     100.00 |              105.00 |
| The Twilight Forest           | twilightforest:castle_stairs_worn                                  |     100.00 |              105.00 |
| The Twilight Forest           | twilightforest:castle_unlock                                       |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:cicada                                              |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:cinder_furnace                                      |       7.00 |               35.00 |
| The Twilight Forest           | twilightforest:cinder_furnace_lit                                  |       7.00 |               35.00 |
| The Twilight Forest           | twilightforest:cinder_log                                          |       1.00 |               10.00 |
| The Twilight Forest           | twilightforest:dark_button                                         |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:dark_door                                           |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:dark_doubleslab                                     |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:dark_fence                                          |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:dark_gate                                           |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:dark_leaves                                         |       2.00 |               30.00 |
| The Twilight Forest           | twilightforest:dark_planks                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:dark_plate                                          |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:dark_slab                                           |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:dark_stairs                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:dark_trapdoor                                       |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:deadrock                                            |     100.00 |         18000000.00 |
| The Twilight Forest           | twilightforest:double_aurora_slab                                  |       2.00 |               30.00 |
| The Twilight Forest           | twilightforest:etched_nagastone                                    |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:etched_nagastone_mossy                              |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:etched_nagastone_weathered                          |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:experiment_115                                      |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:fiery_essence                                       |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:fire_jet                                            |       1.50 |                7.50 |
| The Twilight Forest           | twilightforest:firefly                                             |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:firefly_jar                                         |       0.30 |                1.50 |
| The Twilight Forest           | twilightforest:fluffy_cloud                                        |       0.80 |                4.00 |
| The Twilight Forest           | twilightforest:force_field                                         |      -1.00 |            Infinity |
| The Twilight Forest           | twilightforest:giant_cobblestone                                   |     128.00 |               30.00 |
| The Twilight Forest           | twilightforest:giant_leaves                                        |      12.80 |               64.00 |
| The Twilight Forest           | twilightforest:giant_log                                           |     128.00 |              640.00 |
| The Twilight Forest           | twilightforest:giant_obsidian                                      |  204800.00 |         24576000.00 |
| The Twilight Forest           | twilightforest:hedge                                               |       2.00 |               30.00 |
| The Twilight Forest           | twilightforest:huge_lilypad                                        |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:huge_mushgloom                                      |       0.20 |                1.00 |
| The Twilight Forest           | twilightforest:huge_stalk                                          |       1.25 |               21.00 |
| The Twilight Forest           | twilightforest:huge_waterlily                                      |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:iron_ladder                                         |       5.00 |               30.00 |
| The Twilight Forest           | twilightforest:knightmetal_block                                   |       5.00 |              123.00 |
| The Twilight Forest           | twilightforest:lapis_block                                         |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:magic_leaves                                        |       0.20 |                1.00 |
| The Twilight Forest           | twilightforest:magic_log                                           |       2.00 |               10.00 |
| The Twilight Forest           | twilightforest:magic_log_core                                      |       2.00 |               10.00 |
| The Twilight Forest           | twilightforest:mangrove_button                                     |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:mangrove_door                                       |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:mangrove_doubleslab                                 |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mangrove_fence                                      |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mangrove_gate                                       |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mangrove_planks                                     |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mangrove_plate                                      |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:mangrove_slab                                       |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mangrove_stairs                                     |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mangrove_trapdoor                                   |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:maze_stone                                          |     100.00 |               15.00 |
| The Twilight Forest           | twilightforest:mine_button                                         |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:mine_door                                           |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:mine_doubleslab                                     |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mine_fence                                          |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mine_gate                                           |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mine_planks                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mine_plate                                          |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:mine_slab                                           |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mine_stairs                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:mine_trapdoor                                       |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:miniature_structure                                 |       0.75 |                3.75 |
| The Twilight Forest           | twilightforest:molten_fierymetal                                   |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:molten_knightmetal                                  |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:moonworm                                            |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:naga_stone                                          |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:nagastone_pillar                                    |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:nagastone_pillar_mossy                              |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:nagastone_pillar_weathered                          |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:nagastone_stairs                                    |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:nagastone_stairs_mossy                              |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:nagastone_stairs_weathered                          |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:root                                                |       2.00 |               10.00 |
| The Twilight Forest           | twilightforest:slider                                              |       2.00 |               30.00 |
| The Twilight Forest           | twilightforest:sort_button                                         |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:sort_door                                           |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:sort_doubleslab                                     |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:sort_fence                                          |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:sort_gate                                           |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:sort_planks                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:sort_plate                                          |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:sort_slab                                           |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:sort_stairs                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:sort_trapdoor                                       |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:spiral_bricks                                       |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:stone_twist                                         |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:stone_twist_thin                                    |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:stronghold_shield                                   |      -1.00 |         18000000.00 |
| The Twilight Forest           | twilightforest:terrorcotta_circle                                  |       1.70 |                8.50 |
| The Twilight Forest           | twilightforest:terrorcotta_diagonal                                |       1.70 |                8.50 |
| The Twilight Forest           | twilightforest:thorn_rose                                          |      10.00 |               50.00 |
| The Twilight Forest           | twilightforest:thorns                                              |      50.00 |             6000.00 |
| The Twilight Forest           | twilightforest:time_button                                         |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:time_door                                           |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:time_doubleslab                                     |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:time_fence                                          |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:time_gate                                           |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:time_planks                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:time_plate                                          |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:time_slab                                           |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:time_stairs                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:time_trapdoor                                       |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:tower_device                                        |      10.00 |              105.00 |
| The Twilight Forest           | twilightforest:tower_translucent                                   |      50.00 |             6000.00 |
| The Twilight Forest           | twilightforest:tower_wood                                          |      40.00 |               30.00 |
| The Twilight Forest           | twilightforest:trans_button                                        |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:trans_door                                          |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:trans_doubleslab                                    |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:trans_fence                                         |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:trans_gate                                          |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:trans_planks                                        |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:trans_plate                                         |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:trans_slab                                          |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:trans_stairs                                        |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:trans_trapdoor                                      |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:trollber                                            |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:trollsteinn                                         |       2.00 |               45.00 |
| The Twilight Forest           | twilightforest:trollvidr                                           |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:trophy                                              |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:trophy_pedestal                                     |       2.00 |             6000.00 |
| The Twilight Forest           | twilightforest:twilight_leaves                                     |       0.20 |                1.00 |
| The Twilight Forest           | twilightforest:twilight_leaves_3                                   |       0.20 |                1.00 |
| The Twilight Forest           | twilightforest:twilight_log                                        |       2.00 |               10.00 |
| The Twilight Forest           | twilightforest:twilight_oak_button                                 |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:twilight_oak_door                                   |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:twilight_oak_doubleslab                             |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:twilight_oak_fence                                  |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:twilight_oak_gate                                   |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:twilight_oak_planks                                 |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:twilight_oak_plate                                  |       0.50 |                2.50 |
| The Twilight Forest           | twilightforest:twilight_oak_slab                                   |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:twilight_oak_stairs                                 |       2.00 |               15.00 |
| The Twilight Forest           | twilightforest:twilight_oak_trapdoor                               |       3.00 |               15.00 |
| The Twilight Forest           | twilightforest:twilight_plant                                      |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:twilight_portal                                     |      -1.00 |                0.00 |
| The Twilight Forest           | twilightforest:twilight_sapling                                    |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:uberous_soil                                        |       0.60 |                3.00 |
| The Twilight Forest           | twilightforest:uncrafting_table                                    |       2.50 |               12.50 |
| The Twilight Forest           | twilightforest:underbrick                                          |       1.50 |               30.00 |
| The Twilight Forest           | twilightforest:unripe_trollber                                     |       0.00 |                0.00 |
| The Twilight Forest           | twilightforest:wispy_cloud                                         |       0.30 |                1.50 |
| Tinkers' Construct            | tconstruct:blood                                                   |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:blueslime                                               |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:brownstone                                              |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_slab                                         |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_slab2                                        |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_brick                                 |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_brick_cracked                         |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_brick_fancy                           |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_brick_small                           |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_brick_square                          |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_brick_triangle                        |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_creeper                               |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_paver                                 |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_road                                  |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_rough                                 |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_smooth                                |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:brownstone_stairs_tile                                  |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:casting                                                 |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:channel                                                 |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:clear_glass                                             |       0.30 |                1.50 |
| Tinkers' Construct            | tconstruct:clear_stained_glass                                     |       0.30 |                1.50 |
| Tinkers' Construct            | tconstruct:deco_ground                                             |       2.00 |               10.00 |
| Tinkers' Construct            | tconstruct:deco_ground_slab                                        |       2.00 |               10.00 |
| Tinkers' Construct            | tconstruct:dried_brick_stairs                                      |       1.50 |               60.00 |
| Tinkers' Construct            | tconstruct:dried_clay                                              |       1.50 |               60.00 |
| Tinkers' Construct            | tconstruct:dried_clay_slab                                         |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:dried_clay_stairs                                       |       1.50 |               60.00 |
| Tinkers' Construct            | tconstruct:faucet                                                  |       3.00 |               60.00 |
| Tinkers' Construct            | tconstruct:firewood                                                |       2.00 |               21.00 |
| Tinkers' Construct            | tconstruct:firewood_slab                                           |       2.00 |               21.00 |
| Tinkers' Construct            | tconstruct:firewood_stairs                                         |       2.00 |               21.00 |
| Tinkers' Construct            | tconstruct:glow                                                    |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:lavawood_stairs                                         |       2.00 |               21.00 |
| Tinkers' Construct            | tconstruct:metal                                                   |       5.00 |               25.00 |
| Tinkers' Construct            | tconstruct:milk                                                    |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_alubrass                                         |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_aluminum                                         |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_ardite                                           |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_brass                                            |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_bronze                                           |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_clay                                             |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_cobalt                                           |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_copper                                           |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_dirt                                             |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_electrum                                         |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_emerald                                          |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_glass                                            |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_gold                                             |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_iron                                             |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_knightslime                                      |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_lead                                             |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_manyullyn                                        |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_nickel                                           |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_obsidian                                         |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_pigiron                                          |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_silver                                           |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_steel                                            |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_stone                                            |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_tin                                              |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:molten_zinc                                             |       0.00 |                0.00 |
| Tinkers' Construct            | tconstruct:mudbrick_stairs                                         |       2.00 |               10.00 |
| Tinkers' Construct            | tconstruct:ore                                                     |      10.00 |               50.00 |
