+----------------------------------------------------+----------+-------------------------------------------+------------------------------------------------------------------+---------------------------------------------+
| Registry name                                      | Meta/dmg | Display name                              | Ore Dict Keys                                                    | NBT                                         |
| mysticalagriculture:limestone_seeds                |        0 | Limestone Seeds                           | seedsTier2                                                       |                                             |
| mysticalagriculture:malachite_essence              |        0 | Malachite Essence                         | essenceTier4                                                     |                                             |
| mysticalagriculture:malachite_seeds                |        0 | Malachite Seeds                           | seedsTier4                                                       |                                             |
| mysticalagriculture:manyullyn_essence              |        0 | Manyullyn Essence                         | essenceTier5                                                     |                                             |
| mysticalagriculture:manyullyn_seeds                |        0 | Manyullyn Seeds                           | seedsTier5                                                       |                                             |
| mysticalagriculture:marble_essence                 |        0 | Marble Essence                            | essenceTier2                                                     |                                             |
| mysticalagriculture:marble_seeds                   |        0 | Marble Seeds                              | seedsTier2                                                       |                                             |
| mysticalagriculture:meteoric_iron_essence          |        0 | Meteoric Iron Essence                     | essenceTier4                                                     |                                             |
| mysticalagriculture:meteoric_iron_seeds            |        0 | Meteoric Iron Seeds                       | seedsTier4                                                       |                                             |
| mysticalagriculture:nature_essence                 |        0 | Nature Essence                            | essenceTier1                                                     |                                             |
| mysticalagriculture:nature_seeds                   |        0 | Nature Seeds                              | seedsTier1                                                       |                                             |
| mysticalagriculture:nether_essence                 |        0 | Nether Essence                            | essenceTier2                                                     |                                             |
| mysticalagriculture:nether_inferium_ore            |        0 | §eNether Inferium Ore                     | oreNetherInferium                                                |                                             |
| mysticalagriculture:nether_prosperity_ore          |        0 | Nether Prosperity Ore                     | oreNetherProsperity                                              |                                             |
| mysticalagriculture:nether_quartz_essence          |        0 | Nether Quartz Essence                     | essenceTier3                                                     |                                             |
| mysticalagriculture:nether_quartz_seeds            |        0 | Nether Quartz Seeds                       | seedsTier3                                                       |                                             |
| mysticalagriculture:nether_seeds                   |        0 | Nether Seeds                              | seedsTier2                                                       |                                             |
| mysticalagriculture:obsidian_essence               |        0 | Obsidian Essence                          | essenceTier3                                                     |                                             |
| mysticalagriculture:obsidian_seeds                 |        0 | Obsidian Seeds                            | seedsTier3                                                       |                                             |
| mysticalagriculture:osmium_essence                 |        0 | Osmium Essence                            | essenceTier4                                                     |                                             |
| mysticalagriculture:osmium_seeds                   |        0 | Osmium Seeds                              | seedsTier4                                                       |                                             |
| mysticalagriculture:peridot_essence                |        0 | Peridot Essence                           | essenceTier4                                                     |                                             |
| mysticalagriculture:peridot_seeds                  |        0 | Peridot Seeds                             | seedsTier4                                                       |                                             |
| mysticalagriculture:pig_essence                    |        0 | Pig Essence                               | essenceTier2                                                     |                                             |
| mysticalagriculture:pig_seeds                      |        0 | Pig Seeds                                 | seedsTier2                                                       |                                             |
| mysticalagriculture:prosperity_ore                 |        0 | Prosperity Ore                            | oreProsperity                                                    |                                             |
| mysticalagriculture:prudentium_hoe                 |    32767 | (WILDCARD)                                | toolHoe                                                          |                                             |
| mysticalagriculture:pulsating_iron_essence         |        0 | Pulsating Iron Essence                    | essenceTier4                                                     |                                             |
| mysticalagriculture:pulsating_iron_seeds           |        0 | Pulsating Iron Seeds                      | seedsTier4                                                       |                                             |
| mysticalagriculture:rabbit_essence                 |        0 | Rabbit Essence                            | essenceTier3                                                     |                                             |
| mysticalagriculture:rabbit_seeds                   |        0 | Rabbit Seeds                              | seedsTier3                                                       |                                             |
| mysticalagriculture:redstone_alloy_essence         |        0 | Redstone Alloy Essence                    | essenceTier3                                                     |                                             |
| mysticalagriculture:redstone_alloy_seeds           |        0 | Redstone Alloy Seeds                      | seedsTier3                                                       |                                             |
| mysticalagriculture:redstone_essence               |        0 | Redstone Essence                          | essenceTier3                                                     |                                             |
| mysticalagriculture:redstone_seeds                 |        0 | Redstone Seeds                            | seedsTier3                                                       |                                             |
| mysticalagriculture:refined_obsidian_essence       |        0 | Refined Obsidian Essence                  | essenceTier5                                                     |                                             |
| mysticalagriculture:refined_obsidian_seeds         |        0 | Refined Obsidian Seeds                    | seedsTier5                                                       |                                             |
| mysticalagriculture:ruby_essence                   |        0 | Ruby Essence                              | essenceTier4                                                     |                                             |
| mysticalagriculture:ruby_seeds                     |        0 | Ruby Seeds                                | seedsTier4                                                       |                                             |
| mysticalagriculture:saltpeter_essence              |        0 | Saltpeter Essence                         | essenceTier3                                                     |                                             |
| mysticalagriculture:saltpeter_seeds                |        0 | Saltpeter Seeds                           | seedsTier3                                                       |                                             |
| mysticalagriculture:sapphire_essence               |        0 | Sapphire Essence                          | essenceTier4                                                     |                                             |
| mysticalagriculture:sapphire_seeds                 |        0 | Sapphire Seeds                            | seedsTier4                                                       |                                             |
| mysticalagriculture:sheep_essence                  |        0 | Sheep Essence                             | essenceTier2                                                     |                                             |
| mysticalagriculture:sheep_seeds                    |        0 | Sheep Seeds                               | seedsTier2                                                       |                                             |
| mysticalagriculture:silicon_essence                |        0 | Silicon Essence                           | essenceTier2                                                     |                                             |
| mysticalagriculture:silicon_seeds                  |        0 | Silicon Seeds                             | seedsTier2                                                       |                                             |
| mysticalagriculture:skeleton_essence               |        0 | Skeleton Essence                          | essenceTier3                                                     |                                             |
| mysticalagriculture:skeleton_seeds                 |        0 | Skeleton Seeds                            | seedsTier3                                                       |                                             |
| mysticalagriculture:slime_essence                  |        0 | Slime Essence                             | essenceTier2                                                     |                                             |
| mysticalagriculture:slime_seeds                    |        0 | Slime Seeds                               | seedsTier2                                                       |                                             |
| mysticalagriculture:soularium_essence              |        0 | Soularium Essence                         | essenceTier4                                                     |                                             |
| mysticalagriculture:soularium_seeds                |        0 | Soularium Seeds                           | seedsTier4                                                       |                                             |
| mysticalagriculture:spider_essence                 |        0 | Spider Essence                            | essenceTier3                                                     |                                             |
| mysticalagriculture:spider_seeds                   |        0 | Spider Seeds                              | seedsTier3                                                       |                                             |
| mysticalagriculture:steel_essence                  |        0 | Steel Essence                             | essenceTier4                                                     |                                             |
| mysticalagriculture:steel_seeds                    |        0 | Steel Seeds                               | seedsTier4                                                       |                                             |
| mysticalagriculture:steeleaf_essence               |        0 | Steeleaf Essence                          | essenceTier3                                                     |                                             |
| mysticalagriculture:steeleaf_seeds                 |        0 | Steeleaf Seeds                            | seedsTier3                                                       |                                             |
| mysticalagriculture:stone_essence                  |        0 | Stone Essence                             | essenceTier1                                                     |                                             |
| mysticalagriculture:stone_seeds                    |        0 | Stone Seeds                               | seedsTier1                                                       |                                             |
| mysticalagriculture:storage                        |        0 | §eBlock of Inferium Essence               | blockInferiumEssence                                             |                                             |
| mysticalagriculture:storage                        |        1 | §aBlock of Prudentium Essence             | blockPrudentiumEssence                                           |                                             |
| mysticalagriculture:storage                        |        2 | §6Block of Intermedium Essence            | blockIntermediumEssence                                          |                                             |
| mysticalagriculture:storage                        |        3 | §bBlock of Superium Essence               | blockSuperiumEssence                                             |                                             |
| mysticalagriculture:storage                        |        4 | §cBlock of Supremium Essence              | blockSupremiumEssence                                            |                                             |
| mysticalagriculture:storage                        |        5 | Block of Prosperity                       | blockProsperity                                                  |                                             |
| mysticalagriculture:sulfur_essence                 |        0 | Sulfur Essence                            | essenceTier2                                                     |                                             |
| mysticalagriculture:sulfur_seeds                   |        0 | Sulfur Seeds                              | seedsTier2                                                       |                                             |
| mysticalagriculture:superium_hoe                   |    32767 | (WILDCARD)                                | toolHoe                                                          |                                             |
| mysticalagriculture:supremium_hoe                  |    32767 | (WILDCARD)                                | toolHoe                                                          |                                             |
| mysticalagriculture:tanzanite_essence              |        0 | Tanzanite Essence                         | essenceTier4                                                     |                                             |
| mysticalagriculture:tanzanite_seeds                |        0 | Tanzanite Seeds                           | seedsTier4                                                       |                                             |
| mysticalagriculture:tin_essence                    |        0 | Tin Essence                               | essenceTier3                                                     |                                             |
| mysticalagriculture:tin_seeds                      |        0 | Tin Seeds                                 | seedsTier3                                                       |                                             |
| mysticalagriculture:titanium_essence               |        0 | Titanium Essence                          | essenceTier5                                                     |                                             |
| mysticalagriculture:titanium_seeds                 |        0 | Titanium Seeds                            | seedsTier5                                                       |                                             |
| mysticalagriculture:topaz_essence                  |        0 | Topaz Essence                             | essenceTier4                                                     |                                             |
| mysticalagriculture:topaz_seeds                    |        0 | Topaz Seeds                               | seedsTier4                                                       |                                             |
| mysticalagriculture:vibrant_alloy_essence          |        0 | Vibrant Alloy Essence                     | essenceTier5                                                     |                                             |
| mysticalagriculture:vibrant_alloy_seeds            |        0 | Vibrant Alloy Seeds                       | seedsTier5                                                       |                                             |
| mysticalagriculture:water_essence                  |        0 | Water Essence                             | essenceTier1                                                     |                                             |
| mysticalagriculture:water_seeds                    |        0 | Water Seeds                               | seedsTier1                                                       |                                             |
| mysticalagriculture:wither_skeleton_essence        |        0 | Wither Skeleton Essence                   | essenceTier5                                                     |                                             |
| mysticalagriculture:wither_skeleton_seeds          |        0 | Wither Skeleton Seeds                     | seedsTier5                                                       |                                             |
| mysticalagriculture:wood_essence                   |        0 | Wood Essence                              | essenceTier1                                                     |                                             |
| mysticalagriculture:wood_seeds                     |        0 | Wood Seeds                                | seedsTier1                                                       |                                             |
| mysticalagriculture:yellorium_essence              |        0 | Yellorium Essence                         | essenceTier5                                                     |                                             |
| mysticalagriculture:yellorium_seeds                |        0 | Yellorium Seeds                           | seedsTier5                                                       |                                             |
| mysticalagriculture:zombie_essence                 |        0 | Zombie Essence                            | essenceTier1                                                     |                                             |
| mysticalagriculture:zombie_seeds                   |        0 | Zombie Seeds                              | seedsTier1                                                       |                                             |
| natura:edibles                                     |        2 | Raspberry                                 | cropRaspberry,listAllfruit                                       |                                             |
| natura:edibles                                     |        3 | Blueberry                                 | cropBlueberry,listAllfruit                                       |                                             |
| natura:edibles                                     |        4 | Blackberry                                | cropBlackberry,listAllfruit                                      |                                             |
| natura:edibles                                     |        5 | Maloberry                                 | cropMaloberry,listAllfruit                                       |                                             |
| natura:edibles                                     |        6 | Blightberry                               | cropBlightberry,listAllfruit                                     |                                             |
| natura:edibles                                     |        7 | Duskberry                                 | cropDuskberry,listAllfruit                                       |                                             |
| natura:edibles                                     |        8 | Skyberry                                  | cropSkyberry,listAllfruit                                        |                                             |
| natura:edibles                                     |        9 | Stingberry                                | cropStingberry,listAllfruit                                      |                                             |
| natura:empty_bowls                                 |        0 | Empty Ghostwood Bowl                      | bowlWood                                                         |                                             |
| natura:empty_bowls                                 |        1 | Empty Bloodwood Bowl                      | bowlWood                                                         |                                             |
| natura:empty_bowls                                 |        2 | Empty Darkwood Bowl                       | bowlWood                                                         |                                             |
| natura:empty_bowls                                 |        3 | Empty Fusewood Bowl                       | bowlWood                                                         |                                             |
| natura:materials                                   |        0 | Barley                                    | cropBarley,listAllgrain                                          |                                             |
| natura:materials                                   |        1 | Barley Flour                              | foodFlour                                                        |                                             |
| natura:materials                                   |        2 | Wheat Flour                               | foodEqualswheat,foodFlour                                        |                                             |
| natura:materials                                   |        3 | Cotton                                    | cropCotton                                                       |                                             |
| natura:materials                                   |        4 | Sulfur                                    | dustSulfur,dustSulphur                                           |                                             |
| natura:materials                                   |        8 | Blue Dye                                  | dyeBlue                                                          |                                             |
| natura:nether_bookshelves                          |    32767 | (WILDCARD)                                | bookshelf                                                        |                                             |
| natura:nether_glass                                |        0 | Soul Glass                                | glass,glassSoul                                                  |                                             |
| natura:nether_glass                                |    32767 | (WILDCARD)                                | glass                                                            |                                             |
| natura:nether_leaves                               |    32767 | (WILDCARD)                                | treeLeaves                                                       |                                             |
| natura:nether_leaves2                              |    32767 | (WILDCARD)                                | treeLeaves                                                       |                                             |
| natura:nether_logs                                 |    32767 | (WILDCARD)                                | logWood                                                          |                                             |
| natura:nether_logs2                                |    32767 | (WILDCARD)                                | logWood                                                          |                                             |
| natura:nether_planks                               |    32767 | (WILDCARD)                                | plankWood                                                        |                                             |
| natura:nether_sapling                              |    32767 | (WILDCARD)                                | treeSapling                                                      |                                             |
| natura:nether_slab                                 |    32767 | (WILDCARD)                                | slabWood                                                         |                                             |
| natura:nether_stairs_bloodwood                     |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:nether_stairs_darkwood                      |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:nether_stairs_fusewood                      |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:nether_stairs_ghostwood                     |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:nether_tainted_soil                         |    32767 | (WILDCARD)                                | taintedSoil                                                      |                                             |
| natura:nether_thorn_vines                          |        0 | Thornvines                                | cropVine                                                         |                                             |
| natura:nether_workbenches                          |    32767 | (WILDCARD)                                | crafterWood,craftingTableWood                                    |                                             |
| natura:overworld_bookshelves                       |    32767 | (WILDCARD)                                | bookshelf                                                        |                                             |
| natura:overworld_leaves                            |    32767 | (WILDCARD)                                | treeLeaves                                                       |                                             |
| natura:overworld_leaves2                           |    32767 | (WILDCARD)                                | treeLeaves                                                       |                                             |
| natura:overworld_logs                              |    32767 | (WILDCARD)                                | logWood                                                          |                                             |
| natura:overworld_logs2                             |    32767 | (WILDCARD)                                | logWood                                                          |                                             |
| natura:overworld_planks                            |    32767 | (WILDCARD)                                | plankWood                                                        |                                             |
| natura:overworld_sapling                           |    32767 | (WILDCARD)                                | treeSapling                                                      |                                             |
| natura:overworld_sapling2                          |    32767 | (WILDCARD)                                | treeSapling                                                      |                                             |
| natura:overworld_seeds                             |        0 | Barley Seeds                              | listAllseed,seedBarley                                           |                                             |
| natura:overworld_seeds                             |        1 | Cotton Seeds                              | listAllseed,seedCotton                                           |                                             |
| natura:overworld_slab                              |    32767 | (WILDCARD)                                | slabWood                                                         |                                             |
| natura:overworld_slab2                             |    32767 | (WILDCARD)                                | slabWood                                                         |                                             |
| natura:overworld_stairs_amaranth                   |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:overworld_stairs_eucalyptus                 |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:overworld_stairs_hopseed                    |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:overworld_stairs_maple                      |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:overworld_stairs_redwood                    |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:overworld_stairs_sakura                     |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:overworld_stairs_silverbell                 |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:overworld_stairs_tiger                      |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:overworld_stairs_willow                     |    32767 | (WILDCARD)                                | stairWood                                                        |                                             |
| natura:overworld_workbenches                       |    32767 | (WILDCARD)                                | crafterWood,craftingTableWood                                    |                                             |
| natura:redwood_leaves                              |    32767 | (WILDCARD)                                | treeLeaves                                                       |                                             |
| natura:redwood_logs                                |    32767 | (WILDCARD)                                | logWood                                                          |                                             |
| natura:redwood_sapling                             |    32767 | (WILDCARD)                                | treeSapling                                                      |                                             |
| natura:sticks                                      |    32767 | (WILDCARD)                                | stickWood                                                        |                                             |
| netherendingores:ore_end_modded_1                  |        0 | End Aluminum Ore                          | oreEndAluminium,oreEndAluminum                                   |                                             |
| netherendingores:ore_end_modded_1                  |        1 | End Copper Ore                            | oreEndCopper                                                     |                                             |
| netherendingores:ore_end_modded_1                  |        2 | End Iridium Ore                           | oreEndIridium                                                    |                                             |
| netherendingores:ore_end_modded_1                  |        3 | End Lead Ore                              | oreEndLead                                                       |                                             |
| netherendingores:ore_end_modded_1                  |        4 | End Mithril Ore                           | oreEndMithril                                                    |                                             |
| netherendingores:ore_end_modded_1                  |        5 | End Nickel Ore                            | oreEndNickel                                                     |                                             |
| netherendingores:ore_end_modded_1                  |        6 | End Platinum Ore                          | oreEndPlatinum                                                   |                                             |
| netherendingores:ore_end_modded_1                  |        7 | End Silver Ore                            | oreEndSilver                                                     |                                             |
| netherendingores:ore_end_modded_1                  |        8 | End Tin Ore                               | oreEndTin                                                        |                                             |
| netherendingores:ore_end_modded_1                  |        9 | End Certus Quartz Ore                     | oreEndCertusQuartz                                               |                                             |
| netherendingores:ore_end_modded_1                  |       10 | End Charged Certus Quartz Ore             | oreEndChargedCertusQuartz                                        |                                             |
| netherendingores:ore_end_modded_1                  |       11 | End Osmium Ore                            | oreEndOsmium                                                     |                                             |
| netherendingores:ore_end_modded_1                  |       12 | End Uranium Ore                           | oreEndUranium                                                    |                                             |
| netherendingores:ore_end_modded_1                  |       13 | End Yellorite Ore                         | oreEndYellorite,oreEndYellorium                                  |                                             |
| netherendingores:ore_end_modded_1                  |       14 | End Dilithium Ore                         | oreEndDilithium                                                  |                                             |
| netherendingores:ore_end_modded_1                  |       15 | End Tritanium Ore                         | oreEndTritanium                                                  |                                             |
| netherendingores:ore_end_modded_2                  |        0 | End Zinc Ore                              | oreEndZinc                                                       |                                             |
| netherendingores:ore_end_modded_2                  |        1 | End Ruby Ore                              | oreEndRuby                                                       |                                             |
| netherendingores:ore_end_modded_2                  |        2 | End Sapphire Ore                          | oreEndSapphire                                                   |                                             |
| netherendingores:ore_end_modded_2                  |        3 | End Peridot Ore                           | oreEndPeridot                                                    |                                             |
| netherendingores:ore_end_modded_2                  |        4 | End Electrotine Ore                       | oreEndElectrotine                                                |                                             |
| netherendingores:ore_end_modded_2                  |        5 | End Ambrosium Ore                         | oreEndAmbrosium                                                  |                                             |
| netherendingores:ore_end_modded_2                  |        6 | End Gravitite Ore                         | oreEndGravitite                                                  |                                             |
| netherendingores:ore_end_modded_2                  |        7 | End Zanite Ore                            | oreEndZanite                                                     |                                             |
| netherendingores:ore_end_modded_2                  |        8 | End Arkenium Ore                          | oreEndArkenium                                                   |                                             |
| netherendingores:ore_end_modded_2                  |        9 | End Icestone Ore                          | oreEndIcestone                                                   |                                             |
| netherendingores:ore_end_vanilla                   |        0 | End Coal Ore                              | oreEndCoal                                                       |                                             |
| netherendingores:ore_end_vanilla                   |        1 | End Diamond Ore                           | oreEndDiamond                                                    |                                             |
| netherendingores:ore_end_vanilla                   |        2 | End Emerald Ore                           | oreEndEmerald                                                    |                                             |
| netherendingores:ore_end_vanilla                   |        3 | End Gold Ore                              | oreEndGold                                                       |                                             |
| netherendingores:ore_end_vanilla                   |        4 | End Iron Ore                              | oreEndIron                                                       |                                             |
| netherendingores:ore_end_vanilla                   |        5 | End Lapis Ore                             | oreEndLapis                                                      |                                             |
| netherendingores:ore_end_vanilla                   |        6 | End Redstone Ore                          | oreEndRedstone                                                   |                                             |
| netherendingores:ore_nether_modded_1               |        0 | Nether Aluminum Ore                       | oreNetherAluminium,oreNetherAluminum                             |                                             |
| netherendingores:ore_nether_modded_1               |        1 | Nether Copper Ore                         | oreNetherCopper                                                  |                                             |
| netherendingores:ore_nether_modded_1               |        2 | Nether Iridium Ore                        | oreNetherIridium                                                 |                                             |
| netherendingores:ore_nether_modded_1               |        3 | Nether Lead Ore                           | oreNetherLead                                                    |                                             |
| netherendingores:ore_nether_modded_1               |        4 | Nether Mithril Ore                        | oreNetherMithril                                                 |                                             |
| netherendingores:ore_nether_modded_1               |        5 | Nether Nickel Ore                         | oreNetherNickel                                                  |                                             |
| netherendingores:ore_nether_modded_1               |        6 | Nether Platinum Ore                       | oreNetherPlatinum                                                |                                             |
| netherendingores:ore_nether_modded_1               |        7 | Nether Silver Ore                         | oreNetherSilver                                                  |                                             |
| netherendingores:ore_nether_modded_1               |        8 | Nether Tin Ore                            | oreNetherTin                                                     |                                             |
| netherendingores:ore_nether_modded_1               |        9 | Nether Certus Quartz Ore                  | oreNetherCertusQuartz                                            |                                             |
| netherendingores:ore_nether_modded_1               |       10 | Nether Charged Certus Quartz Ore          | oreNetherChargedCertusQuartz                                     |                                             |
| netherendingores:ore_nether_modded_1               |       11 | Nether Osmium Ore                         | oreNetherOsmium                                                  |                                             |
| netherendingores:ore_nether_modded_1               |       12 | Nether Uranium Ore                        | oreNetherUranium                                                 |                                             |
| netherendingores:ore_nether_modded_1               |       13 | Nether Yellorite Ore                      | oreNetherYellorite,oreNetherYellorium                            |                                             |
| netherendingores:ore_nether_modded_1               |       14 | Nether Dilithium Ore                      | oreNetherDilithium                                               |                                             |
| netherendingores:ore_nether_modded_1               |       15 | Nether Tritanium Ore                      | oreNetherTritanium                                               |                                             |
| netherendingores:ore_nether_modded_2               |        0 | Nether Zinc Ore                           | oreNetherZinc                                                    |                                             |
