+------------------------------------+----------------------------------------------------+----------+-------------------------------------------+---------------------------------------------+
| OreDict Key                        | Registry name                                      | Meta/dmg | Display name                              | NBT                                         |
| stoneDioritePolished               | chisel:diorite1                                    |       10 | Diorite                                   |                                             |
| stoneDioritePolished               | chisel:diorite1                                    |       11 | Diorite                                   |                                             |
| stoneDioritePolished               | chisel:diorite1                                    |       12 | Diorite                                   |                                             |
| stoneDioritePolished               | chisel:diorite1                                    |       13 | Diorite                                   |                                             |
| stoneDioritePolished               | chisel:diorite1                                    |       14 | Diorite                                   |                                             |
| stoneDioritePolished               | chisel:diorite1                                    |       15 | Diorite                                   |                                             |
| stoneDioritePolished               | chisel:diorite2                                    |        0 | Diorite                                   |                                             |
| stoneDioritePolished               | minecraft:stone                                    |        4 | Polished Diorite                          |                                             |
| stoneGranite                       | chisel:granite                                     |        0 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |        1 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |        2 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |        3 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |        4 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |        5 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |        6 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |        7 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |        8 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |        9 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |       10 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |       11 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |       12 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |       13 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |       14 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite                                     |       15 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |        0 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |        1 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |        2 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |        3 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |        4 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |        5 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |        6 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |        7 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |        8 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |        9 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |       10 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |       11 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |       12 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |       13 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |       14 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite1                                    |       15 | Granite                                   |                                             |
| stoneGranite                       | chisel:granite2                                    |        0 | Granite                                   |                                             |
| stoneGranite                       | minecraft:stone                                    |        1 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |        0 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |        1 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |        2 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |        3 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |        4 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |        5 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |        6 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |        7 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |        8 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |        9 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |       10 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |       11 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |       12 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |       13 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |       14 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite                                     |       15 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |        0 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |        1 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |        2 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |        3 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |        4 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |        5 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |        6 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |        7 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |        8 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |        9 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |       10 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |       11 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |       12 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |       13 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |       14 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite1                                    |       15 | Granite                                   |                                             |
| stoneGranitePolished               | chisel:granite2                                    |        0 | Granite                                   |                                             |
| stoneGranitePolished               | minecraft:stone                                    |        2 | Polished Granite                          |                                             |
| stoneJasper                        | quark:jasper                                       |        0 | Jasper                                    |                                             |
| stoneJasperPolished                | quark:jasper                                       |        1 | Polished Jasper                           |                                             |
| stoneKhnumite                      | atum:khnumite_raw                                  |        0 | Raw Khnumite                              |                                             |
| stoneLimestone                     | atum:limestone                                     |        0 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |        0 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |        1 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |        2 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |        3 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |        4 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |        5 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |        6 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |        7 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |        8 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |        9 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |       10 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |       11 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |       12 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |       13 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |       14 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone                                   |       15 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone1                                  |        0 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone1                                  |        1 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone1                                  |        2 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone1                                  |        3 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone1                                  |        4 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone1                                  |        5 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone1                                  |        6 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone1                                  |        7 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone1                                  |        8 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone1                                  |        9 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone2                                  |        0 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone2                                  |        1 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone2                                  |        2 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone2                                  |        3 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone2                                  |        4 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone2                                  |        5 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone2                                  |        6 | Limestone                                 |                                             |
| stoneLimestone                     | chisel:limestone2                                  |        7 | Limestone                                 |                                             |
| stoneLimestone                     | quark:limestone                                    |        0 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |        0 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |        1 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |        2 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |        3 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |        4 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |        5 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |        6 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |        7 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |        8 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |        9 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |       10 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |       11 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |       12 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |       13 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |       14 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone                                   |       15 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone1                                  |        0 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone1                                  |        1 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone1                                  |        2 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone1                                  |        3 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone1                                  |        4 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone1                                  |        5 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone1                                  |        6 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone1                                  |        7 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone1                                  |        8 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone1                                  |        9 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone2                                  |        0 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone2                                  |        1 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone2                                  |        2 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone2                                  |        3 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone2                                  |        4 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone2                                  |        5 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone2                                  |        6 | Limestone                                 |                                             |
| stoneLimestonePolished             | chisel:limestone2                                  |        7 | Limestone                                 |                                             |
| stoneLimestonePolished             | quark:limestone                                    |        1 | Polished Limestone                        |                                             |
| stoneMarble                        | chisel:marble                                      |        0 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |        1 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |        2 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |        3 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |        4 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |        5 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |        6 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |        7 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |        8 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |        9 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |       10 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |       11 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |       12 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |       13 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |       14 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble                                      |       15 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble1                                     |        0 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble1                                     |        1 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble1                                     |        2 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble1                                     |        3 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble1                                     |        4 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble1                                     |        5 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble1                                     |        6 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble1                                     |        7 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble1                                     |        8 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble1                                     |        9 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble2                                     |        0 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble2                                     |        1 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble2                                     |        2 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble2                                     |        3 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble2                                     |        4 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble2                                     |        5 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble2                                     |        6 | Marble                                    |                                             |
| stoneMarble                        | chisel:marble2                                     |        7 | Marble                                    |                                             |
| stoneMarble                        | chisel:marblepillar                                |        0 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |        1 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |        2 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |        3 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |        4 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |        5 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |        6 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |        7 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |        8 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |        9 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |       10 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |       11 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |       12 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |       13 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |       14 | Marble Pillar                             |                                             |
| stoneMarble                        | chisel:marblepillar                                |       15 | Marble Pillar                             |                                             |
| stoneMarble                        | quark:marble                                       |        0 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |        0 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |        1 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |        2 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |        3 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |        4 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |        5 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |        6 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |        7 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |        8 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |        9 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |       10 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |       11 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |       12 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |       13 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |       14 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble                                      |       15 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble1                                     |        0 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble1                                     |        1 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble1                                     |        2 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble1                                     |        3 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble1                                     |        4 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble1                                     |        5 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble1                                     |        6 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble1                                     |        7 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble1                                     |        8 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble1                                     |        9 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble2                                     |        0 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble2                                     |        1 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble2                                     |        2 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble2                                     |        3 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble2                                     |        4 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble2                                     |        5 | Marble                                    |                                             |
| stoneMarblePolished                | chisel:marble2                                     |        6 | Marble                                    |                                             |
